respondent_id,xyz_vaccine,seasonal_vaccine
27975,0.16,0.18
27976,0.21,0.2
27977,0.16,0.33
27978,0.25,0.4
27979,0.32,0.62
27980,0.2,0.14
27981,0.18,0.44
27982,0.19,0.58
27983,0.79,0.84
27984,0.22,0.33
27985,0.19,0.75
27986,0.31,0.34
27987,0.32,0.44
27988,0.2,0.69
27989,0.13,0.34
27990,0.25,0.56
27991,0.25,0.44
27992,0.04,0.11
27993,0.14,0.21
27994,0.43,0.76
27995,0.28,0.7
27996,0.06,0.06
27997,0.24,0.3
27998,0.26,0.62
27999,0.4,0.76
28000,0.22,0.34
28001,0.12,0.07
28002,0.04,0.11
28003,0.16,0.55
28004,0.18,0.46
28005,0.21,0.32
28006,0.22,0.27
28007,0.18,0.52
28008,0.12,0.75
28009,0.22,0.38
28010,0.06,0.23
28011,0.15,0.62
28012,0.74,0.79
28013,0.42,0.71
28014,0.15,0.14
28015,0.38,0.64
28016,0.54,0.71
28017,0.4,0.4
28018,0.12,0.72
28019,0.33,0.26
28020,0.06,0.23
28021,0.25,0.43
28022,0.41,0.48
28023,0.42,0.58
28024,0.18,0.39
28025,0.54,0.61
28026,0.22,0.27
28027,0.33,0.64
28028,0.3,0.82
28029,0.53,0.72
28030,0.61,0.88
28031,0.08,0.2
28032,0.16,0.55
28033,0.33,0.16
28034,0.44,0.72
28035,0.17,0.21
28036,0.14,0.33
28037,0.2,0.5
28038,0.05,0.22
28039,0.21,0.45
28040,0.19,0.78
28041,0.29,0.84
28042,0.11,0.16
28043,0.46,0.6
28044,0.17,0.32
28045,0.26,0.41
28046,0.2,0.43
28047,0.32,0.77
28048,0.1,0.13
28049,0.18,0.79
28050,0.13,0.28
28051,0.32,0.73
28052,0.62,0.85
28053,0.12,0.21
28054,0.3,0.27
28055,0.09,0.26
28056,0.71,0.88
28057,0.12,0.71
28058,0.08,0.26
28059,0.15,0.45
28060,0.07,0.31
28061,0.15,0.36
28062,0.32,0.42
28063,0.35,0.31
28064,0.18,0.48
28065,0.11,0.3
28066,0.26,0.53
28067,0.23,0.73
28068,0.27,0.27
28069,0.24,0.52
28070,0.25,0.47
28071,0.28,0.52
28072,0.36,0.63
28073,0.23,0.19
28074,0.33,0.4
28075,0.16,0.22
28076,0.25,0.57
28077,0.24,0.32
28078,0.32,0.72
28079,0.3,0.77
28080,0.32,0.28
28081,0.23,0.74
28082,0.24,0.43
28083,0.18,0.09
28084,0.28,0.23
28085,0.45,0.34
28086,0.39,0.68
28087,0.28,0.8
28088,0.37,0.58
28089,0.05,0.21
28090,0.16,0.51
28091,0.08,0.28
28092,0.16,0.15
28093,0.24,0.54
28094,0.18,0.39
28095,0.74,0.82
28096,0.5,0.67
28097,0.13,0.1
28098,0.38,0.66
28099,0.17,0.2
28100,0.17,0.14
28101,0.27,0.78
28102,0.22,0.25
28103,0.23,0.78
28104,0.35,0.8
28105,0.22,0.13
28106,0.17,0.47
28107,0.14,0.24
28108,0.48,0.6
28109,0.13,0.33
28110,0.41,0.76
28111,0.2,0.26
28112,0.62,0.61
28113,0.33,0.67
28114,0.25,0.2
28115,0.22,0.48
28116,0.09,0.39
28117,0.24,0.32
28118,0.2,0.2
28119,0.48,0.73
28120,0.46,0.71
28121,0.53,0.74
28122,0.1,0.04
28123,0.2,0.22
28124,0.29,0.39
28125,0.31,0.54
28126,0.43,0.49
28127,0.08,0.38
28128,0.28,0.07
28129,0.39,0.7
28130,0.14,0.31
28131,0.23,0.27
28132,0.61,0.85
28133,0.18,0.85
28134,0.17,0.33
28135,0.22,0.79
28136,0.24,0.7
28137,0.23,0.15
28138,0.19,0.73
28139,0.66,0.87
28140,0.52,0.69
28141,0.1,0.07
28142,0.1,0.15
28143,0.24,0.4
28144,0.2,0.65
28145,0.22,0.26
28146,0.15,0.23
28147,0.24,0.49
28148,0.43,0.42
28149,0.13,0.19
28150,0.44,0.62
28151,0.2,0.49
28152,0.42,0.34
28153,0.17,0.15
28154,0.31,0.24
28155,0.14,0.74
28156,0.16,0.55
28157,0.18,0.25
28158,0.41,0.83
28159,0.42,0.78
28160,0.16,0.29
28161,0.22,0.58
28162,0.33,0.66
28163,0.27,0.38
28164,0.43,0.65
28165,0.37,0.33
28166,0.71,0.87
28167,0.28,0.41
28168,0.36,0.76
28169,0.14,0.3
28170,0.18,0.45
28171,0.24,0.66
28172,0.22,0.59
28173,0.17,0.22
28174,0.15,0.2
28175,0.32,0.71
28176,0.16,0.23
28177,0.22,0.19
28178,0.3,0.72
28179,0.19,0.29
28180,0.24,0.23
28181,0.23,0.37
28182,0.21,0.49
28183,0.14,0.21
28184,0.11,0.19
28185,0.41,0.42
28186,0.22,0.44
28187,0.24,0.45
28188,0.15,0.26
28189,0.22,0.16
28190,0.16,0.37
28191,0.07,0.06
28192,0.08,0.41
28193,0.14,0.81
28194,0.28,0.5
28195,0.35,0.65
28196,0.67,0.78
28197,0.29,0.49
28198,0.57,0.85
28199,0.21,0.58
28200,0.2,0.38
28201,0.28,0.25
28202,0.16,0.68
28203,0.51,0.69
28204,0.22,0.16
28205,0.37,0.43
28206,0.37,0.49
28207,0.33,0.47
28208,0.16,0.35
28209,0.42,0.68
28210,0.18,0.18
28211,0.42,0.5
28212,0.55,0.7
28213,0.5,0.58
28214,0.1,0.22
28215,0.5,0.73
28216,0.27,0.35
28217,0.23,0.1
28218,0.55,0.56
28219,0.08,0.15
28220,0.3,0.44
28221,0.17,0.26
28222,0.33,0.69
28223,0.39,0.81
28224,0.32,0.28
28225,0.22,0.49
28226,0.19,0.13
28227,0.28,0.82
28228,0.12,0.55
28229,0.72,0.73
28230,0.13,0.09
28231,0.61,0.83
28232,0.32,0.31
28233,0.23,0.43
28234,0.57,0.82
28235,0.28,0.27
28236,0.23,0.22
28237,0.26,0.25
28238,0.35,0.63
28239,0.14,0.56
28240,0.34,0.31
28241,0.16,0.15
28242,0.38,0.63
28243,0.25,0.28
28244,0.27,0.6
28245,0.27,0.42
28246,0.11,0.15
28247,0.36,0.18
28248,0.29,0.6
28249,0.22,0.39
28250,0.34,0.65
28251,0.35,0.68
28252,0.2,0.18
28253,0.36,0.66
28254,0.21,0.24
28255,0.24,0.49
28256,0.61,0.62
28257,0.14,0.16
28258,0.25,0.23
28259,0.16,0.71
28260,0.22,0.41
28261,0.3,0.5
28262,0.16,0.28
28263,0.2,0.07
28264,0.34,0.52
28265,0.24,0.63
28266,0.11,0.11
28267,0.22,0.5
28268,0.16,0.33
28269,0.23,0.21
28270,0.35,0.67
28271,0.46,0.32
28272,0.1,0.47
28273,0.25,0.59
28274,0.5,0.81
28275,0.29,0.34
28276,0.23,0.55
28277,0.1,0.04
28278,0.36,0.74
28279,0.64,0.8
28280,0.1,0.17
28281,0.05,0.12
28282,0.13,0.17
28283,0.27,0.29
28284,0.63,0.55
28285,0.39,0.48
28286,0.09,0.35
28287,0.31,0.47
28288,0.18,0.36
28289,0.09,0.09
28290,0.09,0.15
28291,0.58,0.82
28292,0.09,0.28
28293,0.2,0.21
28294,0.46,0.81
28295,0.18,0.4
28296,0.36,0.47
28297,0.05,0.12
28298,0.17,0.75
28299,0.16,0.24
28300,0.23,0.34
28301,0.19,0.24
28302,0.13,0.41
28303,0.88,0.91
28304,0.23,0.47
28305,0.21,0.31
28306,0.15,0.19
28307,0.19,0.84
28308,0.45,0.84
28309,0.22,0.2
28310,0.27,0.55
28311,0.25,0.72
28312,0.11,0.69
28313,0.17,0.5
28314,0.22,0.37
28315,0.66,0.76
28316,0.17,0.29
28317,0.17,0.16
28318,0.09,0.39
28319,0.15,0.23
28320,0.63,0.74
28321,0.22,0.84
28322,0.31,0.41
28323,0.29,0.53
28324,0.14,0.76
28325,0.19,0.68
28326,0.38,0.58
28327,0.59,0.71
28328,0.37,0.3
28329,0.27,0.46
28330,0.26,0.36
28331,0.22,0.18
28332,0.18,0.14
28333,0.27,0.23
28334,0.25,0.22
28335,0.21,0.19
28336,0.3,0.42
28337,0.17,0.25
28338,0.22,0.29
28339,0.8,0.8
28340,0.25,0.34
28341,0.41,0.79
28342,0.35,0.31
28343,0.52,0.72
28344,0.17,0.59
28345,0.27,0.49
28346,0.17,0.65
28347,0.24,0.61
28348,0.27,0.49
28349,0.08,0.09
28350,0.79,0.87
28351,0.19,0.63
28352,0.16,0.48
28353,0.35,0.7
28354,0.14,0.18
28355,0.28,0.54
28356,0.11,0.58
28357,0.11,0.14
28358,0.34,0.54
28359,0.15,0.79
28360,0.39,0.7
28361,0.26,0.37
28362,0.14,0.7
28363,0.45,0.87
28364,0.65,0.89
28365,0.11,0.2
28366,0.22,0.29
28367,0.17,0.46
28368,0.57,0.86
28369,0.07,0.01
28370,0.3,0.51
28371,0.27,0.37
28372,0.08,0.11
28373,0.29,0.32
28374,0.19,0.26
28375,0.21,0.27
28376,0.51,0.49
28377,0.28,0.28
28378,0.09,0.13
28379,0.23,0.31
28380,0.18,0.28
28381,0.71,0.89
28382,0.25,0.42
28383,0.13,0.2
28384,0.19,0.39
28385,0.7,0.8
28386,0.27,0.35
28387,0.32,0.74
28388,0.49,0.51
28389,0.08,0.1
28390,0.55,0.9
28391,0.22,0.38
28392,0.47,0.62
28393,0.12,0.79
28394,0.27,0.48
28395,0.1,0.7
28396,0.15,0.36
28397,0.13,0.3
28398,0.21,0.21
28399,0.88,0.83
28400,0.22,0.76
28401,0.15,0.12
28402,0.26,0.37
28403,0.28,0.59
28404,0.19,0.65
28405,0.18,0.24
28406,0.23,0.23
28407,0.5,0.52
28408,0.22,0.79
28409,0.1,0.14
28410,0.7,0.61
28411,0.43,0.46
28412,0.62,0.75
28413,0.19,0.21
28414,0.74,0.91
28415,0.09,0.21
28416,0.21,0.39
28417,0.11,0.15
28418,0.57,0.58
28419,0.71,0.86
28420,0.62,0.59
28421,0.15,0.4
28422,0.11,0.34
28423,0.14,0.06
28424,0.43,0.38
28425,0.16,0.14
28426,0.12,0.31
28427,0.41,0.34
28428,0.19,0.71
28429,0.2,0.11
28430,0.46,0.65
28431,0.75,0.84
28432,0.19,0.2
28433,0.27,0.4
28434,0.16,0.56
28435,0.35,0.65
28436,0.2,0.13
28437,0.15,0.26
28438,0.06,0.11
28439,0.2,0.26
28440,0.13,0.85
28441,0.64,0.8
28442,0.15,0.85
28443,0.53,0.8
28444,0.38,0.45
28445,0.15,0.21
28446,0.19,0.46
28447,0.15,0.48
28448,0.49,0.33
28449,0.21,0.53
28450,0.18,0.41
28451,0.15,0.2
28452,0.13,0.12
28453,0.08,0.61
28454,0.28,0.38
28455,0.66,0.82
28456,0.14,0.43
28457,0.36,0.45
28458,0.13,0.34
28459,0.05,0.09
28460,0.09,0.14
28461,0.22,0.35
28462,0.26,0.38
28463,0.38,0.22
28464,0.12,0.61
28465,0.5,0.7
28466,0.28,0.33
28467,0.38,0.52
28468,0.27,0.44
28469,0.21,0.23
28470,0.14,0.22
28471,0.26,0.71
28472,0.27,0.49
28473,0.11,0.18
28474,0.21,0.29
28475,0.44,0.5
28476,0.13,0.17
28477,0.14,0.06
28478,0.43,0.56
28479,0.53,0.59
28480,0.18,0.45
28481,0.12,0.45
28482,0.62,0.64
28483,0.23,0.55
28484,0.22,0.62
28485,0.13,0.11
28486,0.24,0.22
28487,0.09,0.17
28488,0.24,0.67
28489,0.33,0.41
28490,0.16,0.5
28491,0.2,0.6
28492,0.28,0.47
28493,0.19,0.13
28494,0.51,0.41
28495,0.16,0.19
28496,0.2,0.77
28497,0.16,0.26
28498,0.09,0.61
28499,0.28,0.54
28500,0.2,0.26
28501,0.23,0.54
28502,0.22,0.28
28503,0.24,0.29
28504,0.22,0.22
28505,0.19,0.14
28506,0.48,0.59
28507,0.13,0.15
28508,0.55,0.77
28509,0.17,0.49
28510,0.34,0.41
28511,0.2,0.78
28512,0.22,0.27
28513,0.28,0.3
28514,0.2,0.34
28515,0.07,0.23
28516,0.19,0.44
28517,0.09,0.25
28518,0.09,0.34
28519,0.19,0.23
28520,0.32,0.27
28521,0.14,0.54
28522,0.51,0.77
28523,0.33,0.34
28524,0.46,0.39
28525,0.18,0.17
28526,0.28,0.15
28527,0.1,0.46
28528,0.36,0.56
28529,0.16,0.32
28530,0.25,0.82
28531,0.15,0.19
28532,0.17,0.2
28533,0.11,0.28
28534,0.11,0.12
28535,0.26,0.18
28536,0.29,0.6
28537,0.22,0.5
28538,0.67,0.56
28539,0.12,0.15
28540,0.16,0.91
28541,0.47,0.68
28542,0.19,0.13
28543,0.2,0.25
28544,0.31,0.5
28545,0.3,0.59
28546,0.25,0.39
28547,0.36,0.69
28548,0.15,0.23
28549,0.09,0.28
28550,0.1,0.46
28551,0.26,0.74
28552,0.46,0.53
28553,0.17,0.19
28554,0.32,0.51
28555,0.27,0.44
28556,0.18,0.22
28557,0.38,0.67
28558,0.23,0.52
28559,0.1,0.09
28560,0.21,0.49
28561,0.6,0.83
28562,0.17,0.19
28563,0.17,0.34
28564,0.1,0.09
28565,0.14,0.56
28566,0.29,0.61
28567,0.16,0.15
28568,0.14,0.44
28569,0.32,0.51
28570,0.51,0.34
28571,0.07,0.33
28572,0.09,0.15
28573,0.58,0.93
28574,0.24,0.5
28575,0.49,0.67
28576,0.19,0.22
28577,0.12,0.9
28578,0.11,0.07
28579,0.37,0.61
28580,0.38,0.46
28581,0.16,0.44
28582,0.36,0.46
28583,0.1,0.77
28584,0.2,0.7
28585,0.38,0.42
28586,0.1,0.23
28587,0.38,0.65
28588,0.22,0.5
28589,0.73,0.86
28590,0.17,0.24
28591,0.67,0.86
28592,0.79,0.95
28593,0.29,0.7
28594,0.17,0.3
28595,0.11,0.66
28596,0.15,0.33
28597,0.29,0.68
28598,0.17,0.28
28599,0.15,0.24
28600,0.24,0.45
28601,0.18,0.6
28602,0.38,0.53
28603,0.26,0.3
28604,0.41,0.48
28605,0.17,0.11
28606,0.11,0.25
28607,0.17,0.11
28608,0.15,0.5
28609,0.44,0.54
28610,0.28,0.38
28611,0.09,0.2
28612,0.34,0.7
28613,0.24,0.24
28614,0.08,0.19
28615,0.08,0.24
28616,0.22,0.3
28617,0.14,0.12
28618,0.28,0.13
28619,0.41,0.5
28620,0.43,0.6
28621,0.18,0.82
28622,0.6,0.67
28623,0.43,0.51
28624,0.19,0.54
28625,0.36,0.21
28626,0.31,0.69
28627,0.57,0.86
28628,0.18,0.5
28629,0.05,0.05
28630,0.83,0.9
28631,0.24,0.48
28632,0.11,0.25
28633,0.39,0.56
28634,0.44,0.41
28635,0.4,0.79
28636,0.17,0.6
28637,0.53,0.68
28638,0.16,0.33
28639,0.36,0.72
28640,0.14,0.45
28641,0.08,0.58
28642,0.25,0.54
28643,0.13,0.28
28644,0.2,0.34
28645,0.23,0.74
28646,0.24,0.31
28647,0.12,0.32
28648,0.29,0.39
28649,0.48,0.51
28650,0.24,0.25
28651,0.46,0.74
28652,0.06,0.06
28653,0.15,0.4
28654,0.18,0.72
28655,0.33,0.56
28656,0.59,0.81
28657,0.16,0.3
28658,0.75,0.87
28659,0.1,0.12
28660,0.42,0.21
28661,0.52,0.55
28662,0.21,0.2
28663,0.35,0.45
28664,0.3,0.65
28665,0.28,0.32
28666,0.14,0.21
28667,0.41,0.47
28668,0.22,0.38
28669,0.49,0.72
28670,0.26,0.2
28671,0.26,0.24
28672,0.17,0.51
28673,0.2,0.57
28674,0.26,0.24
28675,0.6,0.86
28676,0.21,0.52
28677,0.18,0.83
28678,0.05,0.22
28679,0.36,0.56
28680,0.17,0.38
28681,0.28,0.63
28682,0.6,0.83
28683,0.25,0.36
28684,0.06,0.15
28685,0.11,0.2
28686,0.23,0.76
28687,0.08,0.18
28688,0.3,0.6
28689,0.46,0.85
28690,0.31,0.48
28691,0.47,0.68
28692,0.17,0.73
28693,0.23,0.82
28694,0.24,0.58
28695,0.28,0.63
28696,0.17,0.36
28697,0.27,0.48
28698,0.79,0.65
28699,0.11,0.14
28700,0.25,0.77
28701,0.24,0.34
28702,0.14,0.33
28703,0.2,0.29
28704,0.35,0.68
28705,0.33,0.76
28706,0.26,0.43
28707,0.22,0.29
28708,0.19,0.31
28709,0.11,0.18
28710,0.59,0.84
28711,0.38,0.87
28712,0.19,0.31
28713,0.26,0.36
28714,0.45,0.41
28715,0.29,0.69
28716,0.18,0.12
28717,0.24,0.57
28718,0.22,0.45
28719,0.22,0.21
28720,0.09,0.19
28721,0.26,0.27
28722,0.24,0.46
28723,0.15,0.68
28724,0.11,0.57
28725,0.45,0.65
28726,0.15,0.22
28727,0.15,0.22
28728,0.25,0.33
28729,0.37,0.7
28730,0.36,0.5
28731,0.16,0.45
28732,0.22,0.19
28733,0.23,0.14
28734,0.09,0.37
28735,0.55,0.56
28736,0.15,0.22
28737,0.23,0.85
28738,0.23,0.82
28739,0.43,0.68
28740,0.32,0.6
28741,0.12,0.41
28742,0.14,0.13
28743,0.16,0.28
28744,0.07,0.68
28745,0.27,0.8
28746,0.31,0.22
28747,0.21,0.67
28748,0.7,0.82
28749,0.26,0.61
28750,0.19,0.43
28751,0.28,0.54
28752,0.23,0.28
28753,0.4,0.18
28754,0.4,0.48
28755,0.29,0.56
28756,0.14,0.2
28757,0.35,0.37
28758,0.08,0.14
28759,0.19,0.4
28760,0.25,0.27
28761,0.29,0.69
28762,0.26,0.69
28763,0.35,0.44
28764,0.55,0.63
28765,0.28,0.55
28766,0.22,0.64
28767,0.17,0.43
28768,0.16,0.11
28769,0.23,0.46
28770,0.26,0.5
28771,0.4,0.68
28772,0.16,0.48
28773,0.16,0.17
28774,0.81,0.88
28775,0.17,0.49
28776,0.21,0.55
28777,0.2,0.39
28778,0.27,0.31
28779,0.49,0.82
28780,0.1,0.17
28781,0.22,0.65
28782,0.09,0.86
28783,0.23,0.36
28784,0.11,0.49
28785,0.21,0.48
28786,0.13,0.3
28787,0.18,0.28
28788,0.23,0.27
28789,0.43,0.67
28790,0.54,0.75
28791,0.79,0.91
28792,0.27,0.57
28793,0.65,0.79
28794,0.06,0.09
28795,0.24,0.24
28796,0.03,0.07
28797,0.47,0.73
28798,0.21,0.72
28799,0.22,0.38
28800,0.19,0.18
28801,0.14,0.16
28802,0.2,0.37
28803,0.23,0.88
28804,0.25,0.76
28805,0.13,0.14
28806,0.48,0.66
28807,0.24,0.36
28808,0.17,0.33
28809,0.14,0.69
28810,0.27,0.36
28811,0.34,0.63
28812,0.1,0.23
28813,0.3,0.37
28814,0.24,0.3
28815,0.2,0.21
28816,0.27,0.46
28817,0.06,0.26
28818,0.16,0.34
28819,0.17,0.71
28820,0.21,0.2
28821,0.08,0.15
28822,0.28,0.24
28823,0.14,0.66
28824,0.5,0.71
28825,0.21,0.49
28826,0.1,0.21
28827,0.76,0.58
28828,0.17,0.26
28829,0.23,0.3
28830,0.1,0.56
28831,0.08,0.16
28832,0.41,0.51
28833,0.33,0.49
28834,0.34,0.74
28835,0.23,0.38
28836,0.17,0.61
28837,0.65,0.9
28838,0.45,0.71
28839,0.68,0.74
28840,0.21,0.55
28841,0.19,0.37
28842,0.32,0.25
28843,0.36,0.81
28844,0.22,0.32
28845,0.17,0.16
28846,0.69,0.74
28847,0.22,0.24
28848,0.35,0.41
28849,0.31,0.39
28850,0.28,0.25
28851,0.2,0.29
28852,0.29,0.64
28853,0.26,0.2
28854,0.23,0.86
28855,0.23,0.29
28856,0.18,0.6
28857,0.16,0.47
28858,0.27,0.59
28859,0.19,0.11
28860,0.27,0.49
28861,0.44,0.67
28862,0.23,0.51
28863,0.23,0.81
28864,0.4,0.63
28865,0.26,0.77
28866,0.32,0.34
28867,0.2,0.27
28868,0.14,0.17
28869,0.14,0.18
28870,0.24,0.25
28871,0.13,0.2
28872,0.06,0.65
28873,0.14,0.08
28874,0.13,0.6
28875,0.16,0.66
28876,0.29,0.69
28877,0.06,0.11
28878,0.11,0.22
28879,0.24,0.54
28880,0.51,0.64
28881,0.28,0.34
28882,0.59,0.73
28883,0.49,0.42
28884,0.53,0.37
28885,0.23,0.46
28886,0.16,0.25
28887,0.16,0.15
28888,0.22,0.25
28889,0.18,0.23
28890,0.17,0.65
28891,0.23,0.23
28892,0.18,0.18
28893,0.28,0.52
28894,0.23,0.16
28895,0.18,0.46
28896,0.2,0.32
28897,0.59,0.69
28898,0.17,0.31
28899,0.19,0.39
28900,0.37,0.37
28901,0.21,0.78
28902,0.28,0.26
28903,0.2,0.21
28904,0.17,0.73
28905,0.33,0.76
28906,0.13,0.71
28907,0.09,0.06
28908,0.66,0.77
28909,0.46,0.51
28910,0.21,0.64
28911,0.22,0.49
28912,0.1,0.86
28913,0.27,0.36
28914,0.36,0.71
28915,0.19,0.17
28916,0.16,0.57
28917,0.21,0.62
28918,0.65,0.9
28919,0.2,0.63
28920,0.46,0.55
28921,0.27,0.62
28922,0.21,0.38
28923,0.46,0.66
28924,0.18,0.69
28925,0.48,0.59
28926,0.22,0.22
28927,0.11,0.15
28928,0.53,0.65
28929,0.3,0.09
28930,0.16,0.29
28931,0.2,0.55
28932,0.53,0.33
28933,0.15,0.09
28934,0.28,0.54
28935,0.47,0.57
28936,0.36,0.28
28937,0.36,0.47
28938,0.23,0.41
28939,0.16,0.48
28940,0.46,0.56
28941,0.44,0.63
28942,0.23,0.31
28943,0.46,0.46
28944,0.11,0.23
28945,0.2,0.38
28946,0.33,0.39
28947,0.14,0.19
28948,0.19,0.6
28949,0.23,0.37
28950,0.11,0.85
28951,0.28,0.26
28952,0.2,0.48
28953,0.34,0.83
28954,0.25,0.45
28955,0.21,0.62
28956,0.33,0.53
28957,0.21,0.34
28958,0.13,0.27
28959,0.34,0.51
28960,0.21,0.71
28961,0.21,0.31
28962,0.33,0.27
28963,0.2,0.45
28964,0.09,0.67
28965,0.45,0.32
28966,0.18,0.08
28967,0.68,0.91
28968,0.43,0.63
28969,0.18,0.24
28970,0.16,0.11
28971,0.37,0.51
28972,0.25,0.74
28973,0.25,0.33
28974,0.21,0.06
28975,0.1,0.49
28976,0.11,0.66
28977,0.22,0.26
28978,0.2,0.43
28979,0.33,0.63
28980,0.15,0.28
28981,0.44,0.76
28982,0.14,0.26
28983,0.1,0.11
28984,0.55,0.7
28985,0.31,0.49
28986,0.43,0.44
28987,0.08,0.17
28988,0.51,0.56
28989,0.38,0.83
28990,0.39,0.24
28991,0.51,0.62
28992,0.19,0.2
28993,0.28,0.35
28994,0.25,0.32
28995,0.31,0.6
28996,0.38,0.63
28997,0.13,0.18
28998,0.7,0.77
28999,0.23,0.39
29000,0.84,0.83
29001,0.19,0.29
29002,0.25,0.34
29003,0.62,0.67
29004,0.52,0.61
29005,0.16,0.81
29006,0.24,0.19
29007,0.29,0.62
29008,0.35,0.58
29009,0.24,0.55
29010,0.26,0.32
29011,0.27,0.42
29012,0.39,0.37
29013,0.28,0.43
29014,0.33,0.5
29015,0.19,0.15
29016,0.34,0.58
29017,0.17,0.71
29018,0.18,0.15
29019,0.22,0.52
29020,0.39,0.66
29021,0.35,0.43
29022,0.27,0.45
29023,0.61,0.72
29024,0.23,0.38
29025,0.16,0.3
29026,0.49,0.45
29027,0.54,0.67
29028,0.18,0.39
29029,0.28,0.36
29030,0.09,0.28
29031,0.25,0.33
29032,0.58,0.68
29033,0.28,0.51
29034,0.5,0.58
29035,0.17,0.35
29036,0.28,0.49
29037,0.31,0.89
29038,0.12,0.25
29039,0.27,0.68
29040,0.23,0.11
29041,0.35,0.59
29042,0.17,0.19
29043,0.2,0.3
29044,0.69,0.69
29045,0.28,0.37
29046,0.17,0.3
29047,0.13,0.12
29048,0.65,0.74
29049,0.49,0.86
29050,0.24,0.64
29051,0.38,0.43
29052,0.08,0.2
29053,0.2,0.53
29054,0.35,0.27
29055,0.21,0.77
29056,0.17,0.57
29057,0.15,0.64
29058,0.05,0.07
29059,0.14,0.18
29060,0.26,0.44
29061,0.16,0.7
29062,0.27,0.32
29063,0.58,0.77
29064,0.87,0.88
29065,0.3,0.29
29066,0.25,0.61
29067,0.63,0.87
29068,0.14,0.19
29069,0.21,0.84
29070,0.24,0.51
29071,0.49,0.47
29072,0.23,0.68
29073,0.16,0.25
29074,0.56,0.73
29075,0.19,0.55
29076,0.53,0.53
29077,0.17,0.79
29078,0.21,0.36
29079,0.67,0.59
29080,0.22,0.41
29081,0.21,0.71
29082,0.05,0.09
29083,0.1,0.19
29084,0.44,0.76
29085,0.25,0.72
29086,0.72,0.74
29087,0.4,0.36
29088,0.19,0.22
29089,0.04,0.09
29090,0.16,0.61
29091,0.4,0.69
29092,0.34,0.5
29093,0.52,0.78
29094,0.08,0.05
29095,0.14,0.59
29096,0.31,0.57
29097,0.12,0.17
29098,0.5,0.67
29099,0.67,0.72
29100,0.54,0.54
29101,0.27,0.49
29102,0.25,0.85
29103,0.3,0.47
29104,0.27,0.63
29105,0.44,0.76
29106,0.2,0.55
29107,0.24,0.35
29108,0.41,0.58
29109,0.19,0.45
29110,0.28,0.4
29111,0.69,0.76
29112,0.45,0.64
29113,0.2,0.2
29114,0.23,0.24
29115,0.23,0.33
29116,0.23,0.4
29117,0.34,0.58
29118,0.36,0.7
29119,0.9,0.91
29120,0.17,0.23
29121,0.16,0.17
29122,0.48,0.88
29123,0.16,0.36
29124,0.23,0.15
29125,0.17,0.4
29126,0.42,0.36
29127,0.51,0.73
29128,0.52,0.71
29129,0.04,0.06
29130,0.14,0.51
29131,0.08,0.09
29132,0.53,0.52
29133,0.25,0.53
29134,0.29,0.29
29135,0.22,0.8
29136,0.15,0.23
29137,0.25,0.59
29138,0.06,0.13
29139,0.23,0.24
29140,0.2,0.28
29141,0.35,0.12
29142,0.51,0.6
29143,0.33,0.42
29144,0.75,0.86
29145,0.48,0.46
29146,0.08,0.17
29147,0.28,0.66
29148,0.3,0.83
29149,0.42,0.65
29150,0.24,0.43
29151,0.25,0.25
29152,0.48,0.6
29153,0.19,0.2
29154,0.26,0.34
29155,0.28,0.85
29156,0.23,0.23
29157,0.07,0.13
29158,0.2,0.73
29159,0.39,0.55
29160,0.13,0.13
29161,0.5,0.76
29162,0.2,0.24
29163,0.13,0.14
29164,0.26,0.21
29165,0.6,0.79
29166,0.26,0.39
29167,0.19,0.1
29168,0.25,0.36
29169,0.67,0.86
29170,0.24,0.52
29171,0.19,0.52
29172,0.16,0.59
29173,0.12,0.39
29174,0.3,0.24
29175,0.23,0.6
29176,0.33,0.43
29177,0.45,0.58
29178,0.22,0.37
29179,0.23,0.39
29180,0.05,0.62
29181,0.21,0.36
29182,0.11,0.18
29183,0.37,0.3
29184,0.11,0.15
29185,0.42,0.39
29186,0.24,0.46
29187,0.19,0.23
29188,0.24,0.37
29189,0.3,0.22
29190,0.32,0.47
29191,0.19,0.16
29192,0.17,0.19
29193,0.21,0.23
29194,0.13,0.08
29195,0.26,0.79
29196,0.17,0.29
29197,0.24,0.17
29198,0.18,0.18
29199,0.17,0.38
29200,0.48,0.47
29201,0.17,0.26
29202,0.51,0.42
29203,0.13,0.57
29204,0.13,0.82
29205,0.13,0.74
29206,0.29,0.71
29207,0.23,0.4
29208,0.23,0.9
29209,0.22,0.19
29210,0.15,0.03
29211,0.48,0.48
29212,0.08,0.1
29213,0.16,0.14
29214,0.24,0.55
29215,0.19,0.27
29216,0.52,0.79
29217,0.22,0.32
29218,0.68,0.76
29219,0.09,0.09
29220,0.16,0.68
29221,0.54,0.88
29222,0.08,0.05
29223,0.2,0.07
29224,0.68,0.45
29225,0.07,0.74
29226,0.31,0.37
29227,0.25,0.45
29228,0.5,0.65
29229,0.2,0.3
29230,0.53,0.48
29231,0.24,0.14
29232,0.31,0.41
29233,0.18,0.33
29234,0.06,0.06
29235,0.26,0.45
29236,0.71,0.68
29237,0.16,0.34
29238,0.65,0.82
29239,0.15,0.21
29240,0.27,0.57
29241,0.15,0.22
29242,0.15,0.68
29243,0.38,0.51
29244,0.78,0.77
